csv_upc,cat_id,category,description,images,manufacturer,name,weight,upc,sem3_id
0000000000617914057500,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000016000492510,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000884912268390,24430,Breads & Bakery,Post Oreo O's Cereal - 1lb 3oz box,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/f0f18d4675ec9c9984e1a0889e74183a,0.jpg']",N\A,Oreo Os Cereal - 1lb 3oz box,635029.318,884912268396,1y1WEpqbwK8eeC2EIwsMww
0000000000016000414810,12510,Kids' Cereal,First Ingredient Whole Grain A whole grain food is... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/d22915c6b16ef72f727277a8a4fc8633,0.jpg']",Cocoa Puffs,"Cocoa Puffs, 20.9 Ounce (Pack of 3)",592505.03,016000414815,3QgkYkFIG8iQws0QQQ6Coe
0000000000074323091030,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000011156054500,12126,Tea,Tetley purchases millions of pounds of tea each we... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/8b653079def261a1e09d77047fc0e649,0.jpg']",Tetley,"Tetley British Blend Premium Black, 80-Count Tea Bags, 7 Ounce, (Pack of 6)",1133980.93,011156054502,0zdpgMhiZYegCgcQOaOWMs
0000000000078742054200,7207,Dairy & Eggs,35% less saturated fat than butter--7g total fat a... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/bf0fbc6e8d825a287cf96dd5f74b4c94,0.jpg']","Walmart Stores, Inc.","Great Value Whipped Cream Cheese Spread, 12 oz",340194.28,078742054209,5Rr0VV2B3AMeis8meKGIy0
0000000000000000040310,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000049000045790,19927,Accessories,Protect baby's delicate scalp from the sun in styl... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/43b342c7418cb9f0fa7fc24c842101f5,0.jpg']",Mud Pie,Baby Girls Sun Hat Reversable Pink and Green,86182.55,049000045796,4MDnZBkOXY2Ma6OyIY4YUU
0000000000041420113030,9786,Candy,Bob's Sweet Stripes Soft Fruity Candy. It is the m... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/e9db8089a576271ba9dbcfd8e42d53c5,0.jpg']",Ferrara Candy Company,"Bob's Sweet Stripes Soft Fruit Candy, 34.5 oz",978058.55,041420113031,0X02wyL4iG0S4AcIq0a6Sq
0000000000038555461450,12803,"Albums, Frames & Journals",This zebra brag album holds 24 photos and is photo... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/a7ec125f5a30a0254c13a3f099acb24e,0.jpg']",Generic,Pinnacle Frames and Accents Zebra Soft Brag Photo Album,N\A,038555461458,287YfrlmGC6OQacewaO04i
0000000000038555396890,20717,"Arts, Crafts & Sewing",This is great and safe for your precious photos. P... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/37ad50a99d64b4d79fa57c7b0575ce60,0.jpg']",Pinnacle Frames,"Pinnacle Frames and Accents Glitter Soft Brag, Pink/Silver/Blue",N\A,038555396897,75jckl8ilEGIW88aq8Gm2E
0000000000721129061140,17534,Health & Personal Care,These large treat bags come with twist ties. Clear... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/6c7506ac92da14d824145565fd00a804,0.jpg']","Long King Printing Co., Ltd","Clear Design Cello Treat Bags, 20-Pack",N\A,721129061146,0bqDEu1ogr20S0IiqqCiye
0000000000726906020710,2717,Sporting Equipment,These decorative river rocks can spruce up anythin... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/5d107f237a7bf1af2c3e8bea40f6ca48,0.jpg']",AKASHA US INC,Tiger River Rocks,N\A,726906020712,5m6z9XBiUaUIKSygamMGmY
0000000000040000227010,9786,Candy,"Size:41 ounce, (2 Bags). Unicorns really do exist.... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/71d366fd878ae6cba3c7a8a1f3377cd1,0.jpg']",Skittles,"Skittles Original Candy Bag, 41 ounce, (2 Bags)",1161196.47,040000227014,7j2kt3GRCCgsQeOgYWQS6o
0000000000028400371850,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000000000040870,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000019200808340,17534,Health & Personal Care,Scent Name:Early Morning Breeze | Size:19 oz. Lyso... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/6fef81bc538cb7543b35b8287c8c304b,0.jpg']",Lysol,"Lysol Disinfectant Spray, Early Morning Breeze, 228oz (12X19oz)",8368779.23,019200808347,47JxtIiGHYu2GaKMuUcQga
0000000000046500761010,4468,Household Supplies,Glade Automatic Spray is a battery-operated unit t... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/48a1a29459ee64eabdf515c42c3a235a,0.jpg']",S.C. Johnson,"Glade Automatic Spray Air Freshener Refill, Cashmere Woods , 2 ct, 12.4 oz",175767.04,046500761010,5qhw8za8vYCQ6a28eakweC
0000000000012000013110,9581,Beverages,Important Made in USA Origin Disclaimer- For certa... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/46823a9f412dca5ebd9b303cf3eea677,0.jpg']",Pepsi,Aquafina® Water 32-16.9 fl. oz. Bottles,N\A,012000013119,3tTiWbJofo2UcqGEcUQcOE
0000000000078742352060,17138,Beans & Grains,Create appetizing dishes with this Great Value Lon... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/2f611d20c5f2dd8d79a1862ceb998cdc,0.jpg']",Generic,"Great Value Long Grain Enriched Rice, 5 lb",2267961.85,078742352060,5zs0txP22aQ4oWyMO6OcIK
0000000000870402001180,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000870402000400,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000662163285590,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000003614220077720,14395,Makeup,N\A,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/326e63cff1d47673bde9c5b8c63e346b,0.jpg']",N\A,Rimmel Lipstick & Lipgloss,N\A,N\A,6WR6Be8kfAO86aACGa8Uye
0000000000681131071180,4796,Skin Care,Equate Eczema Soothing Moisturizing Cream with Col... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/e873ec80294b8377b02f0df4c201771c,0.jpg']","Wal-Mart Stores, Inc.","Equate Eczema Soothing Moisturizing Cream with Colloidal Oatmeal Skin Protectant, 7.3 oz",206951.52,681131071185,2HMD541kdsoUYMwqEaUMe0
0000000000074660506010,25459,Uncategorized,Turtle Wax Trim Restorer beautifies and leaves a d... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/3d3b68185408b99c5238bd78bd6be4b6,0.jpg']",Turtle Wax,"Turtle Wax 50601 Trim Restorer, 10 fl. oz.",294835.04,074660506011,1yHopo6EEqyisGmwomMeMy
0000000000028000369710,11732,Chocolate Drink Mixes,This Nestle product by Milo is a delicious fortifi... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/39cef27c69ce366ef730321a65e9ee05,0.jpg']",Nestle,Nestle Milo Chocolate 14.1 OZ,635029.32,028000369712,6KaZjMBL6m28ImugugIGYC
0000000000075669111130,20632,Seafood,Iberia Sardines In Tomato Sauce:100 calories per s... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/5852fb1fc087bcd812db194fc4779656,0.jpg']",Iberia,"Iberia Sardines, in Tomato Sauce, 5.5 Oz",155922.38,075669111138,5TLRv5f9pAgK4GikkYUCeA
0000000000033200011400,17534,Health & Personal Care,Use Arm & Hammer Pure Baking Soda to freshen and c... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/d61c6ecb230ae1d170a40c8131b057e2,0.jpg']",Church & Dwight Co./Arm & Hammer Div.,"Arm & Hammer Pure Baking Soda, 2 lb",907184.74,033200011408,1pAWLf0Bl20koiyWAkE2So
0000000000037000163090,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000028749131980,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000078742020470,24430,Breads & Bakery,Great Value New York Style Rye Bread-,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/0562cae6a845496932e3a41b1d7afd90,0.jpg']",WAL-MART STORES INC,Great Value™ New York Style Rye Bread 24 oz. Loaf,680388.55,078742020471,3hZHzHiLzyEY2osGIAqmC0
0000000000028400589320,21758,Chips,Great for DippingGluten FreeKosherFrito Lay(R) Goo... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/aa089f4dbdc43fd0f7bd9b7f4497abae,0.jpg']",N\A,Fritos Scoops! Corn Chips (9.25 oz.),262233.09,028400240628,7RSBkxqgTISmEYaMGIw4yC
0000000000078742037000,8966,Pasta,Our guarantee is our promise that you'll be fully ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/c16ea4ef8e6dcd7f88ec143dc5dca4e3,0.jpg']","Wal-Mart Stores, Inc.","Great Value Pot-Sized Thin Spaghetti Pasta, 16 oz",453592.37,078742037004,7GRSSXIsnA4eGagk6UokSU
0000000000000000040450,16000,Fruits,"Buy Cherries, 1 lb at Walmart.com","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/92d98ee529794254d0bf2d98f009371e,0.jpg']",N\A,"Cherries, 1 lb",453592.37,000000040457,2ADQI2iaLcKOE4Imswui8U
0000000000812049006900,22414,Molding & Casting,CASTLE STONE RUBBER MOLD Rubber molds have the abr... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/dc0735e0a5b289c41baba0c5bdc55f34,0.jpg']",GlobMarble llc,Concrete Mold. Veneer Castle Stone Rubber Mold 3001,19504471.91,812049006901,3Kpwm2UkTQGGCOuEScK2Mu
0000000000070459005580,7323,Meat & Poultry,"Over 50 years ago, the Penn family moved their sma... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/e7537a1273ff807e1c11ac24da64b56e,0.jpg']",T. Marzetti Company,York Bakery Texas Toast with Real Garlic - 8 CT,318932.13,070459005581,1xwTlG8b3M82YIA04oOqGe
0000000000073570130000,11419,Sauces & Dips,Heluva Good! French Onion Dip- Lots of ways to enj... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/8daca3137d01ab4746bd1ad0b8bbf193,0.jpg']",Heluva Good,Heluva Good!® French Onion Dip 12 oz. Tub,340194.28,073570130002,0BwtDadfZh2quOQYu4qQSo
0000000000888109010020,18203,Grocery & Gourmet Food,The king of cakes is at your door. You know you lo... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/a79cfff27dac4c1e21d90e389a952e60,0.jpg']",Hostess,"Hostess Ding Dongs, 2.55 Ounce, (Pack of 6)",72291.28,888109010027,3jmyWa48K0myIKYUycAqaM
0000000000078742070690,24430,Breads & Bakery,Important Made in USA Origin Disclaimer- For certa... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/3bf0839a7734631005781d621bfaf11c,0.jpg']","Wal-Mart Stores, Inc.","The Bakery at Walmart Mini Confetti Cupcakes, 10 oz, 12 count",283495.23,078742070698,069zk2KZU5Qg8a6Yk4OAMU
0000000000637677334880,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000637677334970,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000637677334920,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000681131328940,16798,Salad Dressings,"We've hand selected iceberg lettuce, red cabbage, ... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/47da61baaa739e89c8f63ef9a6db4e43,0.jpg']","Manufactured for Marketside, a division of Walmart Stores, Inc.","Marketside Classic Iceberg Salad, 12 oz",340194.28,681131328944,2wR3GY7cdUas88MiKK4Myc
0000000000681131328860,13454,Coffee,Our green beans are hand-selected for the freshest... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/c0b4f00967ff2b50b64ef5b91315bfae,0.jpg']",Greenline Foods,"GreenLine Green Beans Fresh, 12.0 OZ",340194.28,681131328869,5STH5eU5BIsQW0cgmQ64oA
0000000000012289510060,22384,Vegetables,Simply steam the spuds in the microwave ready bag.... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/60bb684aac04d8293db265102cf1c1e3,0.jpg']",Basin Gold Cooperative,Cavendish Red Steamer Potatoe,680388.55,012289510064,3mxrkJcwE4au0Og8E0eu0A
0000000000079400678890,2996,Hair Care,Sometimes little flakes on the shoulders can make ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/ad42b9fa0b7352ea52bab731bfcdc437,0.jpg']",N\A,Dove Derma Care Scalp Invigorating Mint Anti Dandruff Shampoo - 12oz,12,079400678898,5gWOfyUlAe0useCWKoO0kU
0000000000073796267860,9121,Monitor Accessories,Offering precision and comfort with our Contoured ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/4cd1f048e12e2e1075ee4fffedabd15a,0.jpg']",Omron,Omron 10 Plus Series Bluetooth Smart Blood Pressure Monitor,952543.98,073796267865,22z0F3Xv6qaSkse0AYUwic
0000000000032429266160,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000024291943160,6181,Sunglasses,Spruce up your look with Piranha Men's Small Matte... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/b8d1bac9904f2a671e6219a2e7ecde71,0.jpg']",N\A,Piranha Men's Small Matte Black Sunglasses,N\A,024291943167,3sD1WkcSKOScyEW0CQAoOk
0000000000059635703000,16494,Condiments,16 slices,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/67456c6bbbe3bb50cc33c5e4cb43c35c,0.jpg']","Wal-Mart Stores, Inc.","The Bakery At Walmart Texas Garlic Toast, 22.5 oz",637864.27,059635703008,7417ktBnDkgywwMIQUCW80
0000000000022110079800,853,Gum,TAPE GUM ORIGINAL 12 COUNT,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/c50a4001e6778e7c77b036de15f2ba8e,0.jpg']",Hubba Bubba,Hubba Bubba Bubble Gum Tape,907184.74,022110079806,6RTYjukOmmuSmQEgAwOWKi
0000000000034000007300,853,Gum,Size:10 Count (Pack of 24). BUBBLE YUM Bubble Gum ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/a0fb38ab2fca840b0f52a0c8ada40ea1,0.jpg']",Bubble Yum,"BUBBLE YUM Bubble Gum, Original, 10 Piece Package (Pack of 24) (Halloween Candy)",1088621.69,034000007301,1E2epPWDjmoqmGSscOsW2o
0000000000722252628460,4351,Vitamins & Supplements,"CLIF Whey Protein Bar is a new, great-tasting prot... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/93fdb0ca72d52baa52544f8906839a7e,0.jpg']",N\A,Clif Whey Protein Bar Peanut Butter Chocolate - 5ct,N\A,722252628466,0lKdoJ8Vuc2owaSGiiSmYc
0000000000030000318330,18210,Cereal,"Quaker Chewy Granola Bars Variety Pack:8 s'mores, ... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/4dc4d9c42cc8babba784a3785fdf7623,0.jpg']",Quaker Foods & Snacks,"Quaker Chewy Granola Bars Variety Pack, 24 Count, 0.84 oz Bars",23813.60,030000318331,7k8nay6vPUqKmkUeGKYIk4
0000000000049000000450,494,Soda,History was made in 1982 with the introduction of ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/61ec2075ac991664bad9307af79c3a5e,0.jpg']",Coca Cola,"Diet Coca Cola, 20-Ounce Containers (Pack of 24)",566990.46,049000400458,5tOGDZlwNkwEaYC2CWgKYI
0000000008809531422930,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000888289402090,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000643126072060,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000000000042610,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000071121963920,18240,Gardening,Enjoy a beautiful lawn with the Spectracide Weed S... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/75733db0f20bccc2cc9c725b169146c3,0.jpg']",N\A,SpectracideÂ® Weed StopÂ® For Lawns Concentrate,907184.74,071121963925,0TTLWvRxFLq6iY6wOOgmyE
0000000000079567490050,20968,Industrial Lubricants,"Style:WD-40 12OZ MULTI-USE PRODUCT, PACK OF 1. WD4... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/240ef6fc52525d5faa5ad330285199a7,0.jpg']",WD-40 Company,WD-40 490050 Multi-Use Lubricant Smart Straw Spray 12 OZ (Pack of 1),453592.37,079567490050,2TVfJ3A0k06yQmkOIOO8uw
0000000000044600310540,17534,Health & Personal Care,Scents may vary,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/2785176a0d14596b6f8f402055840c4f,0.jpg']",Generic,"Clorox Splash-Less Bleach, Clean Linen Scent, 116 Ounces",3288544.68,044600310541,6xIpmRu2ZUKqOW804KkG6e
0000000000024847182580,16027,Mower Replacement Parts,For most 550e-550ex 09P000 series Briggs & Stratto... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/dd7f908bf1d78152b97482153e4eae48,0.jpg']",N\A,Briggs & Stratton Paper Engine Air Filter - 5432K,N\A,024847182583,0v8mfNpVtsssW2oqUO8CyC
0000000000300810730880,9002,Antibiotics & Antiseptics,INDICATIONS: Neosporin First Aid Antibiotic Ointme... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/f0266eefe8ae5e49722d0423ffeb6867,0.jpg']",PFIZER CONSUMER.,Neosporin First Aid Antibiotic Ointment - 1/2 Oz (3 pack),56699.05,300810730884,6B9VcpncmmeQ4MSKoWCUOo
0000000000037000613240,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000078742040170,17534,Health & Personal Care,Each sheet on the long-lasting Great Value Paper T... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/36decffd13458c9880127e0f73c763cf,0.jpg']","Wal-Mart Stores, Inc.","Great Value Paper Towels, Strong & Absorbent, 2 Double Rolls",N\A,078742040172,1jjnt0KInYGqokSwA66awG
0000000000681131133000,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000076174665970,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000715141716820,7207,Dairy & Eggs,spend $25 get free shipping,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/33a114cc4d3d7ff20594ecaac5a17d67,0.jpg']","Moark Productions, Inc.",EB EGGS 12 CT LRG ORGANIC,N\A,715141716825,2b82hgqroCuAIOYSuS806M
0000000000072250037120,2929,Cooking & Baking Supplies,From Nature. Natures Own Whole Wheat Bread is soft... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/e2a798ddbbce7f07c418a6aa3e372477,0.jpg']",Flowers Baking Co.,Natures Own 100% Whole Wheat Bread 20oz,566990.46,072250037129,3I5IXR6YJkQe4qIuQ4aqsY
0000000000021000619350,7207,Dairy & Eggs,Kraft Deli Deluxe American Cheese Slices- With add... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/48b9fe1f91e6eedc29e6c2269f1c2583,0.jpg']",Kraft Foods Cheese & Dairy,"Kraft Deli Deluxe American Cheese Slices, .67 oz, 24 count",18994.18,021000619351,2p8TG40UUa6meOea48MgSc
0000000000050000580060,8144,Wet,Style:0 | Flavor Name:Poultry and Beef Variety Pac... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/26de214f4eece53ef477c2d805b3ddf2,0.jpg']",Nestle Purina Pet,Purina Fancy Feast Medleys Tuscany Collection Gourmet Wet Cat Food Variety Pack- (24) 3 oz. Cans,2381359.94,050000580064,4lTcgwpMNEw80K0ssEcWuO
0000000000019800036740,18558,Air Fresheners,2 in 1 - neutralizes odors and freshens Biodegrada... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/e071e4286f9c39b7eafa062c1c09cd15,0.jpg']",N\A,Renuzit Aroma Air Freshener Solid Apple & Cinnamon Red,244939.88,019800036744,5QwSSshC9gGG0quGmE0QM4
0000000000037000962490,4468,Household Supplies,Made in the USA,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/41692b5d7c730db653e98edcefe57d1e,0.jpg']",N\A,"Febreze Air Effects Tide Original, 8.8oz",8.8,037000962496,7UVvtB2S6w64sCgASacayK
0000000000077027050400,10882,Silicone Adhesives,Color:Clear -| - Size Name:10.1 oz Cartridge. Adhe... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/8d7831ef3e026eeb578bdd0c2c556230,0.jpg']",GE,"GE Silicone II Clear Kitchen Sealant, 10.1-Ounce Cartridge #GE5040 [Clear, 10.1 oz Cartridge]",362873.90,077027050400,0jCN1grOEsaqYcUMEYSeSe
0000000000820909060990,17068,"Tapes, Adhesives & Sealants",Workpro Ratcheting Light Duty Caulk Gun,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/39a776fbc5f7724a0e063ab44456e150,0.jpg']",Generic,Ratcheting Light Duty Caulk Gun,N\A,820909060994,5wWxii2zOiykC2ki6Gm6O6
0000000000041072058600,14187,Paint Strippers & Removers,"Caulking tools kit- Ideal for showers, windows, si... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/39747d5b129a479d97d1efc631f35148,0.jpg']",Homax Group Inc,"Homax 5860 2-Piece Caulking Tools, Smoother and Remover",108862.17,041072058605,505RGD2Ct68sucE4OOEgeW
0000000000070470137920,1183,Snack Food,Yoplait Go-Gurt is a Good Source of Vitamin D and ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/8b79723ff9d7df39d97e56c20b72448e,0.jpg']","Yoplait USA, Inc.",YOPLAIT GOGURT LOW FAT YOGURT COTTON CANDY & MELON BERRY 8CT,N\A,070470137926,7mbGjmkhOaG8yiwmwGeGaG
0000000000890000001180,16000,Fruits,GoGo SqueeZ Apple Strawberry On-The-Go Apple Sauce... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/b452e127ad7fe0229554501d0a45ccc6,0.jpg']",Generic,GoGo Squeez Applesauce On The Go Pouches Apple Strawberry - 12 CT,90718.47,890000001189,5erW8wj5MGYWye0CWiyoAo
0000000000038000161750,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000025700714950,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000012000004960,494,Soda,"Pepsi Diet Caffeine Free Cola, 2 Liter","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/847edec624953463db108cae5ad2b676,0.jpg']",N\A,Pepsi Diet Caffeine Free Cola 2-L,2267961.85,012000004964,0eeeuFNhDfaaQeaS6uwEeQ
0000000000735303290240,4581,Bath & Body,Kids will love washing up with this Mr. Bubble Ext... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/33aa2a85f161c2e2e42be8c8e4e37956,0.jpg']",The Village Company,"Mr. Bubble Extra Gentle Bubble Bath, 36 fl oz",N\A,735303290246,6BTZgZfUem4SI2s2m6O06W
0000000000046100007170,7207,Dairy & Eggs,This cheese has 50% less fat and 25% fewer calorie... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/64fcfbcf1307d9d4c9afd40605fe700e,0.jpg']",Sargento Foods Inc.,Sargento® Light String Cheese™ Sticks 12 ct Bag,255145.71,046100007174,3Zi4vYyx9UquaOE88wIUiI
0000000000078742127070,18203,Grocery & Gourmet Food,Great Value eggs are naturally a good source of vi... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/5f1197daaca1ef30a392e4ac77a9a0ad,0.jpg']",N\A,"Great Value Large Grade AA Eggs, 12 Count",N\A,078742127071,3xyQiMlEsKKai6QYuwgOOY
0000000000078742088530,7207,Dairy & Eggs,Great Value Homestyle Waffles- Rich in calcium. Ko... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/3d301b3ae6b65523216105763877354c,0.jpg']","Wal-Mart Stores, Inc.","Great Value Homestyle Waffles, 10 count, 12.3 oz",348699.13,078742088532,5cZS6xIUcaQkk6uyGEGKUC
0000000000017800172570,13083,Cats,Purina-soft-delicious-salmon-cat-treats-1780017259... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/c208d87c619104dac62c2b74e0834960,0.jpg']",N\A,WHISKER LICKIN'S SFT2.5OZ DEL SMN,N\A,017800172578,2ncFFMEV0SMOYwwcokAWIi
0000000000038900004070,7811,Pineapple,Dole is the only national brand that packs their e... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/8cc960c6408489fffecc57998c96bc87,0.jpg']",C&S Wholesale,Dole Pineapple Fruit Bowl Tidbits in 100% Pineapple Juice 4 - 4 oz cups,566990.46,038900004071,0s2u49hs2M2yQSgq2gaSCC
0000000000037000976740,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000044600020020,18932,Litter,Our clay litter is unlike any other. Bines high qu... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/9bd9df7df9d4be719cd6152de23a99c7,0.jpg']",Clorox,CAT LITTER FS REG 14 LB by CLOROX MfrPartNo 02002,6758526.31,044600020020,0GsE6d6iO2auWIw2qkcKGC
0000000000077567603220,5517,Ice Cream & Frozen Desserts,Breyers signature Chocolate Ice Cream is now avail... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/54d7aa4e11f4411ecd9ffe85bdf5b990,0.jpg']",N\A,BreyersÂ® Snack Cups Chocolate Ice Cream 48 oz,1360777.11,077567603227,4MIdXWUIYaqgCgwcG2Y22K
0000000000074570810110,24927,Showerheads & Handheld Showers,This European design shower head has been around f... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/a9fd4b30bfb428abac2a70cf044ef4b9,0.jpg']",Sun-Cal Products,Double Euro Showerhead,1360777.11,074570810116,4tVj9tTkDoom8oKsqyMYwE
0000000000048500020150,9581,Beverages,Tropicana Trop50 No Pulp Calcium + Vitamin D Orang... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/dcc9c021235bf988e471a06d93b434be,0.jpg']",Tropicana,"Tropicana Trop50 No Pulp Calcium + Vitamin D Orange Juice, 59 fl oz",N\A,048500020159,7PxJ0nqDI0oOmg0sIKwUMS
0000000000036632027140,18203,Grocery & Gourmet Food,Are you wondering what makes Greek yogurt differen... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/c3ff14004234f9272dadf7e4758db018,0.jpg']","The Dannon Company, Inc.",Dannon® Oikos® Plain Nonfat Greek Yogurt 5.3 oz. Cup,N\A,036632027146,7K1sJr9QbQ22AMqaoOuW8i
